Дата,Смена,idMO,Гос. номер,Наименование,Объект,Вид работ,Моточасы,Движение, ч,Пробег, км,На объекте, мин,Рейсов,Объём факт, м3,КИП, %,Движение, %,Заявки
2026-02-17,1 смена,779,С165МН72,Самосвал Volvo FM Truck 6х4,ЕКБ общая граница,delivery,10.09,5.85,187.38,640,9,0,84.1,58.01,121613
2026-02-17,1 смена,705,Т219ХА72,Самосвал MAN 9596-03-50 6х6,Тобольск общая зона,onsite,0.56,0.2,9.75,720,0,0,4.67,36.51,
2026-02-17,1 смена,706,Т220ХА72,Самосвал MAN 9596-03-50 6х6,Тобольск общая зона,onsite,10.86,5.37,137.2,720,0,0,90.48,49.46,
2026-02-17,1 смена,784,С228МН72,Самосвал Volvo FM Truck 6х4,ЕКБ общая граница,delivery,11.1,5.24,177.44,599,9,0,92.52,47.18,121654
2026-02-17,1 смена,786,С234МН72,Самосвал Volvo FM Truck 6х4,Тобольск общая зона,onsite,10.09,5.88,157.9,719,0,0,84.1,58.25,121348
2026-02-17,1 смена,782,С241МН72,Самосвал Volvo FM Truck 6х4,ЕКБ общая граница,delivery,10.38,5.62,177.5,622,8,0,86.53,54.1,121654
2026-02-17,1 смена,1641,С243ОХ72,Самосвал MAN БМЦ-57.6 6х6,ЕКБ общая граница,delivery,11.25,3.91,86.78,692,2,0,93.72,34.81,
2026-02-17,1 смена,1121,М253СЕ72,Самосвал СААЗ-4545 на шасси ЗиЛ,Тобольск общая зона,onsite,3.13,1.21,19.8,541,0,0,26.08,38.69,122357
2026-02-17,1 смена,5796,Х339РХ72,Самосвал SHACMAN 6x4,Тобольск общая зона,delivery,12,6.69,282.43,720,5,0,99.99,55.76,
2026-02-17,1 смена,5795,Х371РХ72,Самосвал SHACMAN 6x4,Тобольск общая зона,delivery,11.96,6.7,342.32,718,6,0,99.71,56.03,
2026-02-17,1 смена,5794,Х383РХ72,Самосвал SHACMAN 6x4,Тобольск общая зона,delivery,10.71,6.86,358.31,709,6,0,89.24,64.06,
2026-02-17,1 смена,6212,Р404МС186,Самосвал SANY 6x4,ЕКБ общая граница,delivery,11.08,5.71,149.21,628,8,0,92.32,51.55,121654
2026-02-17,1 смена,5798,Х570РХ72,Самосвал SHACMAN 6x4,ЕКБ общая граница,delivery,11.97,3.4,76.74,670,1,0,99.72,28.37,121654
2026-02-17,1 смена,163,Х643РС72,Самосвал КамАЗ 43255-Н3,Тобольск общая зона,onsite,7.6,1.99,22.7,558,0,0,63.34,26.15,122694
2026-02-17,1 смена,12,Р664КХ72,Самосвал Scania P400-CB 6х4,ЕКБ общая граница,delivery,10.05,5.35,188.88,641,9,0,83.72,53.22,121654
2026-02-17,1 смена,32,Р665КХ72,Самосвал Scania P400-CB 6х4,ЕКБ общая граница,delivery,7.85,3.77,127.61,627,6,0,65.38,47.99,121655
2026-02-17,1 смена,1562,С840НС72,Самосвал Volvo FM Truck 6х4,Тобольск общая зона,delivery,9.89,6.47,128,720,6,0,82.44,65.39,121613
2026-02-17,1 смена,1582,С842НС72,Самосвал Volvo FM Truck 6х4,ЕКБ общая граница,delivery,10.27,6.21,192.13,640,10,0,85.56,60.47,121654
2026-02-17,1 смена,6216,Р877МР186,Самосвал SANY 6x4,ЕКБ общая граница,delivery,10.38,5.98,148.2,665,8,0,86.53,57.62,121654
2026-02-17,1 смена,1561,С880НС72,Самосвал Volvo FM Truck 6х4,Тобольск общая зона,onsite,3.99,1.51,50.19,720,0,0,33.27,37.9,121613
2026-02-17,1 смена,1563,С881НС72,Самосвал Volvo FM Truck 6х4,Тобольск общая зона,onsite,9.45,5.01,148.48,719,0,0,78.76,53.04,121613
