vehicle_id,report_date,shift,vehicle_model,department_unit,stay_h,engine_h,idle_h,fuel_l,rate_fact,norm,load_pct,util_pct
2686ОЕ72,2026-02-10,День,Погрузчик фронтальный XCMG LW330RU,"",0.00,0.00,0.00,0.0,0.00,11.5,0.0,0.0
2687ОЕ72,2026-02-04,Вечер,Погрузчик фронтальный XCMG LW330RU,СМУ г. Бодайбо,11.95,0.00,11.95,0.0,0.00,11.5,0.0,0.0
2687ОЕ72,2026-02-04,День,Погрузчик фронтальный XCMG LW330RU,СМУ г. Бодайбо,11.91,0.00,11.91,0.0,0.00,11.5,0.0,0.0
2687ОЕ72,2026-02-05,Вечер,Погрузчик фронтальный XCMG LW330RU,"",0.00,0.00,0.00,0.0,0.00,11.5,0.0,0.0
2687ОЕ72,2026-02-05,День,Погрузчик фронтальный XCMG LW330RU,СМУ г. Бодайбо,8.03,0.00,8.03,0.0,0.00,11.5,0.0,0.0
2687ОЕ72,2026-02-06,Вечер,Погрузчик фронтальный XCMG LW330RU,"",0.00,0.00,0.00,0.0,0.00,11.5,0.0,0.0
2687ОЕ72,2026-02-06,День,Погрузчик фронтальный XCMG LW330RU,"",0.00,0.00,0.00,0.0,0.00,11.5,0.0,0.0
2687ОЕ72,2026-02-07,Вечер,Погрузчик фронтальный XCMG LW330RU,"",0.00,0.00,0.00,0.0,0.00,11.5,0.0,0.0
2687ОЕ72,2026-02-07,День,Погрузчик фронтальный XCMG LW330RU,"",0.00,0.00,0.00,0.0,0.00,11.5,0.0,0.0
2687ОЕ72,2026-02-08,Вечер,Погрузчик фронтальный XCMG LW330RU,"",0.00,0.00,0.00,0.0,0.00,11.5,0.0,0.0
2687ОЕ72,2026-02-08,День,Погрузчик фронтальный XCMG LW330RU,"",0.00,0.00,0.00,0.0,0.00,11.5,0.0,0.0
2687ОЕ72,2026-02-09,Вечер,Погрузчик фронтальный XCMG LW330RU,"",0.00,0.00,0.00,0.0,0.00,11.5,0.0,0.0
2687ОЕ72,2026-02-09,День,Погрузчик фронтальный XCMG LW330RU,"",0.00,0.00,0.00,0.0,0.00,11.5,0.0,0.0
2687ОЕ72,2026-02-10,Вечер,Погрузчик фронтальный XCMG LW330RU,"",0.00,0.00,0.00,0.0,0.00,11.5,0.0,0.0
2687ОЕ72,2026-02-10,День,Погрузчик фронтальный XCMG LW330RU,"",0.00,0.00,0.00,0.0,0.00,11.5,0.0,0.0
2739ОЕ72,2026-02-04,Вечер,Экскаватор Komatsu РС300,СМУ Дальневосточная Ж/Д Джигдаси - Токи (БАМ-2),9.08,8.32,0.76,89.7,10.78,16.4,100.0,91.7
2739ОЕ72,2026-02-04,День,Экскаватор Komatsu РС300,СМУ Дальневосточная Ж/Д Джигдаси - Токи (БАМ-2),10.61,6.91,3.69,63.6,9.20,16.4,71.1,65.2
2739ОЕ72,2026-02-05,Вечер,Экскаватор Komatsu РС300,СМУ Дальневосточная Ж/Д Джигдаси - Токи (БАМ-2),0.49,0.49,0.00,2.3,4.65,16.4,100.0,100.0
2739ОЕ72,2026-02-05,День,Экскаватор Komatsu РС300,СМУ Дальневосточная Ж/Д Джигдаси - Токи (БАМ-2),11.01,4.41,6.61,3.6,0.82,16.4,43.7,40.0
2739ОЕ72,2026-02-06,Вечер,Экскаватор Komatsu РС300,СМУ Дальневосточная Ж/Д Джигдаси - Токи (БАМ-2),11.95,10.61,1.34,91.3,8.60,16.4,96.9,88.8
2739ОЕ72,2026-02-06,День,Экскаватор Komatsu РС300,СМУ Дальневосточная Ж/Д Джигдаси - Токи (БАМ-2),4.43,4.43,0.00,50.0,11.30,16.4,100.0,100.0
2739ОЕ72,2026-02-07,Вечер,Экскаватор Komatsu РС300,СМУ Дальневосточная Ж/Д Джигдаси - Токи (БАМ-2),11.46,8.07,3.39,37.7,4.67,16.4,76.8,70.4
2739ОЕ72,2026-02-07,День,Экскаватор Komatsu РС300,СМУ Дальневосточная Ж/Д Джигдаси - Токи (БАМ-2),12.00,10.78,1.21,168.8,15.66,16.4,98.1,89.9
2739ОЕ72,2026-02-08,Вечер,Экскаватор Komatsu РС300,СМУ Дальневосточная Ж/Д Джигдаси - Токи (БАМ-2),12.00,11.20,0.80,63.4,5.66,16.4,100.0,93.4
2739ОЕ72,2026-02-08,День,Экскаватор Komatsu РС300,СМУ Дальневосточная Ж/Д Джигдаси - Токи (БАМ-2),10.28,8.68,1.60,50.0,5.76,16.4,92.1,84.4
2739ОЕ72,2026-02-09,Вечер,Экскаватор Komatsu РС300,СМУ Дальневосточная Ж/Д Джигдаси - Токи (БАМ-2),7.50,6.75,0.74,81.2,12.03,16.4,98.3,90.1
2739ОЕ72,2026-02-09,День,Экскаватор Komatsu РС300,СМУ Дальневосточная Ж/Д Джигдаси - Токи (БАМ-2),12.00,10.74,1.26,88.8,8.27,16.4,97.6,89.5
2739ОЕ72,2026-02-10,Вечер,Экскаватор Komatsu РС300,СМУ Дальневосточная Ж/Д Джигдаси - Токи (БАМ-2),0.47,0.47,0.00,2.1,4.47,16.4,100.0,100.0
2739ОЕ72,2026-02-10,День,Экскаватор Komatsu РС300,СМУ Дальневосточная Ж/Д Джигдаси - Токи (БАМ-2),12.00,10.18,1.82,58.0,5.70,16.4,92.5,84.8
2739ОЕ72,2026-02-11,Вечер,Экскаватор Komatsu РС300,СМУ Дальневосточная Ж/Д Джигдаси - Токи (БАМ-2),12.00,11.01,0.98,56.8,5.16,16.4,100.0,91.8
2739ОЕ72,2026-02-11,День,Экскаватор Komatsu РС300,СМУ Дальневосточная Ж/Д Джигдаси - Токи (БАМ-2),10.43,9.97,0.47,58.8,5.90,16.4,100.0,95.5
2741ОЕ72,2026-02-04,Вечер,Экскаватор Komatsu РС300,СМУ г. Омск,12.00,8.80,3.20,141.7,16.10,16.4,80.0,73.3
2741ОЕ72,2026-02-04,День,Экскаватор Komatsu РС300,СМУ г. Омск,11.97,8.12,3.86,140.8,17.34,16.4,74.0,67.8
2741ОЕ72,2026-02-05,Вечер,Экскаватор Komatsu РС300,СМУ г. Омск,0.49,0.49,0.00,12.6,25.47,16.4,100.0,100.0
2741ОЕ72,2026-02-05,День,Экскаватор Komatsu РС300,СМУ г. Омск,12.00,10.71,1.29,174.7,16.31,16.4,97.4,89.3
2741ОЕ72,2026-02-06,Вечер,Экскаватор Komatsu РС300,СМУ г. Омск,12.00,11.70,0.30,235.1,20.10,16.4,100.0,97.5
2741ОЕ72,2026-02-06,День,Экскаватор Komatsu РС300,СМУ г. Омск,0.50,0.50,0.00,3.5,7.00,16.4,100.0,100.0
2741ОЕ72,2026-02-07,Вечер,Экскаватор Komatsu РС300,СМУ г. Омск,12.00,11.85,0.15,197.2,16.64,16.4,100.0,98.8
2741ОЕ72,2026-02-07,День,Экскаватор Komatsu РС300,СМУ г. Омск,12.00,11.52,0.48,147.0,12.76,16.4,100.0,96.0
2741ОЕ72,2026-02-08,Вечер,Экскаватор Komatsu РС300,СМУ г. Омск,12.00,11.20,0.80,151.1,13.50,16.4,100.0,93.3
2741ОЕ72,2026-02-08,День,Экскаватор Komatsu РС300,СМУ г. Омск,12.00,11.11,0.89,158.4,14.26,16.4,100.0,92.6
2741ОЕ72,2026-02-09,Вечер,Экскаватор Komatsu РС300,СМУ г. Омск,12.00,11.64,0.36,175.0,15.04,16.4,100.0,97.0
2741ОЕ72,2026-02-09,День,Экскаватор Komatsu РС300,СМУ г. Омск,12.00,10.07,1.93,175.9,17.46,16.4,91.6,84.0
2741ОЕ72,2026-02-10,Вечер,Экскаватор Komatsu РС300,СМУ г. Омск,0.50,0.50,0.00,8.4,16.80,16.4,100.0,100.0
2741ОЕ72,2026-02-10,День,Экскаватор Komatsu РС300,СМУ г. Омск,12.00,7.36,4.64,157.3,21.37,16.4,66.9,61.4
2741ОЕ72,2026-02-11,День,Экскаватор Komatsu РС300,СМУ г. Омск,0.50,0.50,0.00,6.5,13.02,16.4,100.0,100.0
3099ОЕ72,2026-02-04,Вечер,Погрузчик фронтальный XCMG ZL50GV,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",9.95,11.91,-1.96,83.9,7.04,13.5,100.0,100.0
3099ОЕ72,2026-02-04,День,Погрузчик фронтальный XCMG ZL50GV,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",11.60,11.42,0.18,30.9,2.71,13.5,100.0,98.4
3099ОЕ72,2026-02-05,Вечер,Погрузчик фронтальный XCMG ZL50GV,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",0.50,0.50,0.00,2.9,5.80,13.5,100.0,100.0
3099ОЕ72,2026-02-05,День,Погрузчик фронтальный XCMG ZL50GV,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",11.62,9.88,1.74,76.6,7.75,13.5,92.8,85.0
3099ОЕ72,2026-02-06,Вечер,Погрузчик фронтальный XCMG ZL50GV,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",10.74,11.15,-0.41,45.2,4.05,13.5,100.0,100.0
3099ОЕ72,2026-02-06,День,Погрузчик фронтальный XCMG ZL50GV,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",10.58,7.87,2.71,25.9,3.29,13.5,81.2,74.4
3099ОЕ72,2026-02-07,Вечер,Погрузчик фронтальный XCMG ZL50GV,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",10.74,10.99,-0.26,47.4,4.31,13.5,100.0,100.0
3099ОЕ72,2026-02-07,День,Погрузчик фронтальный XCMG ZL50GV,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",10.44,7.21,3.24,36.5,5.06,13.5,75.3,69.0
3099ОЕ72,2026-02-08,Вечер,Погрузчик фронтальный XCMG ZL50GV,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",11.28,4.59,6.69,29.7,6.47,13.5,44.4,40.7
3099ОЕ72,2026-02-08,День,Погрузчик фронтальный XCMG ZL50GV,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",11.46,10.08,1.38,67.0,6.65,13.5,95.9,87.9
3099ОЕ72,2026-02-09,Вечер,Погрузчик фронтальный XCMG ZL50GV,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",11.62,10.30,1.32,70.8,6.88,13.5,96.7,88.6
3099ОЕ72,2026-02-09,День,Погрузчик фронтальный XCMG ZL50GV,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",9.94,5.72,4.23,24.0,4.20,13.5,62.7,57.5
3099ОЕ72,2026-02-10,Вечер,Погрузчик фронтальный XCMG ZL50GV,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",0.42,0.44,-0.01,3.9,8.96,13.5,100.0,100.0
3099ОЕ72,2026-02-10,День,Погрузчик фронтальный XCMG ZL50GV,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",11.18,10.46,0.72,52.6,5.03,13.5,100.0,93.5
3100ОЕ72,2026-02-04,Вечер,Погрузчик фронтальный XCMG ZL30GV,СМУ г. Тверь,11.99,11.99,0.00,73.1,6.10,9.5,100.0,100.0
3100ОЕ72,2026-02-04,День,Погрузчик фронтальный XCMG ZL30GV,СМУ г. Тверь,12.00,11.99,0.01,67.8,5.65,9.5,100.0,100.0
3100ОЕ72,2026-02-05,Вечер,Погрузчик фронтальный XCMG ZL30GV,СМУ г. Тверь,12.00,12.00,0.00,126.0,10.50,9.5,100.0,100.0
3100ОЕ72,2026-02-05,День,Погрузчик фронтальный XCMG ZL30GV,СМУ г. Тверь,11.94,11.82,0.12,124.3,10.52,9.5,100.0,99.0
3100ОЕ72,2026-02-06,Вечер,Погрузчик фронтальный XCMG ZL30GV,СМУ г. Тверь,9.47,9.47,0.00,69.6,7.35,9.5,100.0,100.0
3100ОЕ72,2026-02-06,День,Погрузчик фронтальный XCMG ZL30GV,СМУ г. Тверь,2.45,2.45,0.00,6.3,2.58,9.5,100.0,100.0
3100ОЕ72,2026-02-07,Вечер,Погрузчик фронтальный XCMG ZL30GV,СМУ г. Тверь,12.00,12.00,0.00,155.0,12.92,9.5,100.0,100.0
3100ОЕ72,2026-02-07,День,Погрузчик фронтальный XCMG ZL30GV,СМУ г. Тверь,11.95,11.75,0.20,56.5,4.81,9.5,100.0,98.4
3100ОЕ72,2026-02-08,Вечер,Погрузчик фронтальный XCMG ZL30GV,СМУ г. Тверь,11.99,11.99,0.00,90.0,7.50,9.5,100.0,100.0
3100ОЕ72,2026-02-08,День,Погрузчик фронтальный XCMG ZL30GV,СМУ г. Тверь,11.95,11.82,0.13,56.5,4.78,9.5,100.0,98.9
3100ОЕ72,2026-02-09,Вечер,Погрузчик фронтальный XCMG ZL30GV,СМУ г. Тверь,12.00,12.00,0.00,108.6,9.05,9.5,100.0,100.0
3100ОЕ72,2026-02-09,День,Погрузчик фронтальный XCMG ZL30GV,СМУ г. Тверь,11.98,11.98,0.00,97.8,8.16,9.5,100.0,100.0
3100ОЕ72,2026-02-10,Вечер,Погрузчик фронтальный XCMG ZL30GV,СМУ г. Тверь,12.00,12.00,0.00,107.0,8.92,9.5,100.0,100.0
3100ОЕ72,2026-02-10,День,Погрузчик фронтальный XCMG ZL30GV,СМУ г. Тверь,11.99,11.81,0.19,58.2,4.93,9.5,100.0,98.5
3100ОЕ72,2026-02-11,День,Погрузчик фронтальный XCMG ZL30GV,СМУ г. Тверь,2.47,2.47,0.00,7.8,3.16,9.5,100.0,100.0
3104ОЕ72,2026-02-06,Вечер,Экскаватор HYUNDAI R180w-9S,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",12.00,0.00,12.00,0.0,0.00,8.0,0.0,0.0
3104ОЕ72,2026-02-06,День,Экскаватор HYUNDAI R180w-9S,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",5.52,4.98,0.54,32.8,6.58,8.0,98.5,90.3
3104ОЕ72,2026-02-07,Вечер,Экскаватор HYUNDAI R180w-9S,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",11.94,0.00,11.94,0.0,0.00,8.0,0.0,0.0
3104ОЕ72,2026-02-07,День,Экскаватор HYUNDAI R180w-9S,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",11.93,8.12,3.81,40.8,5.03,8.0,74.2,68.1
3104ОЕ72,2026-02-08,Вечер,Экскаватор HYUNDAI R180w-9S,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",11.92,0.00,11.92,0.0,0.00,8.0,0.0,0.0
3104ОЕ72,2026-02-08,День,Экскаватор HYUNDAI R180w-9S,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",10.44,0.00,10.44,0.0,0.00,8.0,0.0,0.0
3104ОЕ72,2026-02-09,Вечер,Экскаватор HYUNDAI R180w-9S,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",11.95,0.00,11.95,0.0,0.00,8.0,0.0,0.0
3104ОЕ72,2026-02-09,День,Экскаватор HYUNDAI R180w-9S,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",11.94,8.54,3.40,46.0,5.39,8.0,78.0,71.5
3104ОЕ72,2026-02-10,Вечер,Экскаватор HYUNDAI R180w-9S,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",0.48,0.00,0.48,0.0,0.00,8.0,0.0,0.0
3104ОЕ72,2026-02-10,День,Экскаватор HYUNDAI R180w-9S,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",11.99,9.01,2.98,45.6,5.06,8.0,82.0,75.2
3123ОА72,2026-02-04,Вечер,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3123ОА72,2026-02-04,День,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3123ОА72,2026-02-05,Вечер,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3123ОА72,2026-02-05,День,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3123ОА72,2026-02-06,Вечер,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3123ОА72,2026-02-06,День,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3123ОА72,2026-02-07,Вечер,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3123ОА72,2026-02-07,День,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3123ОА72,2026-02-08,Вечер,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3123ОА72,2026-02-08,День,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3123ОА72,2026-02-09,Вечер,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3123ОА72,2026-02-09,День,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3123ОА72,2026-02-10,Вечер,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3123ОА72,2026-02-10,День,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3366ОВ72,2026-02-04,Вечер,Экскаватор-погрузчик New Holland B115-4PS,"",0.00,0.00,0.00,0.0,0.00,5.6,0.0,0.0
3366ОВ72,2026-02-04,День,Экскаватор-погрузчик New Holland B115-4PS,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",8.33,7.30,1.03,33.0,4.52,5.6,95.6,87.6
3366ОВ72,2026-02-05,Вечер,Экскаватор-погрузчик New Holland B115-4PS,"",0.00,0.00,0.00,0.0,0.00,5.6,0.0,0.0
3366ОВ72,2026-02-05,День,Экскаватор-погрузчик New Holland B115-4PS,"СМУ г. Тюмень База ТФ ""Мостоотряд-36""",11.49,7.80,3.69,35.5,4.55,5.6,74.1,67.9
3373ОЕ72,2026-02-04,Вечер,Экскаватор Komatsu PC300-8,СМУ д.Качипова,11.99,10.00,1.99,259.1,25.92,20.5,91.0,83.4
3373ОЕ72,2026-02-04,День,Экскаватор Komatsu PC300-8,СМУ д.Качипова,11.99,10.78,1.22,218.7,20.30,20.5,98.0,89.8
3373ОЕ72,2026-02-05,Вечер,Экскаватор Komatsu PC300-8,СМУ д.Качипова,0.49,0.49,0.00,13.4,27.46,20.5,100.0,99.7
3373ОЕ72,2026-02-05,День,Экскаватор Komatsu PC300-8,СМУ д.Качипова,11.98,11.98,0.00,231.1,19.29,20.5,100.0,100.0
3375ОЕ72,2026-02-04,Вечер,Экскаватор Komatsu PC300-8,"",0.00,0.00,0.00,0.0,0.00,20.5,0.0,0.0
3375ОЕ72,2026-02-04,День,Экскаватор Komatsu PC300-8,"",0.00,0.00,0.00,0.0,0.00,20.5,0.0,0.0
3375ОЕ72,2026-02-05,Вечер,Экскаватор Komatsu PC300-8,"",0.00,0.00,0.00,0.0,0.00,20.5,0.0,0.0
3375ОЕ72,2026-02-05,День,Экскаватор Komatsu PC300-8,"",0.00,0.00,0.00,0.0,0.00,20.5,0.0,0.0
3375ОЕ72,2026-02-06,Вечер,Экскаватор Komatsu PC300-8,"",0.00,0.00,0.00,0.0,0.00,20.5,0.0,0.0
3375ОЕ72,2026-02-06,День,Экскаватор Komatsu PC300-8,"",0.00,0.00,0.00,0.0,0.00,20.5,0.0,0.0
3375ОЕ72,2026-02-07,Вечер,Экскаватор Komatsu PC300-8,"",0.00,0.00,0.00,0.0,0.00,20.5,0.0,0.0
3375ОЕ72,2026-02-07,День,Экскаватор Komatsu PC300-8,"",0.00,0.00,0.00,0.0,0.00,20.5,0.0,0.0
3375ОЕ72,2026-02-08,Вечер,Экскаватор Komatsu PC300-8,"",0.00,0.00,0.00,0.0,0.00,20.5,0.0,0.0
3375ОЕ72,2026-02-08,День,Экскаватор Komatsu PC300-8,"",0.00,0.00,0.00,0.0,0.00,20.5,0.0,0.0
3375ОЕ72,2026-02-09,Вечер,Экскаватор Komatsu PC300-8,"",0.00,0.00,0.00,0.0,0.00,20.5,0.0,0.0
3375ОЕ72,2026-02-09,День,Экскаватор Komatsu PC300-8,"",0.00,0.00,0.00,0.0,0.00,20.5,0.0,0.0
3375ОЕ72,2026-02-10,Вечер,Экскаватор Komatsu PC300-8,"",0.00,0.00,0.00,0.0,0.00,20.5,0.0,0.0
3375ОЕ72,2026-02-10,День,Экскаватор Komatsu PC300-8,"",0.00,0.00,0.00,0.0,0.00,20.5,0.0,0.0
3375ОЕ72,2026-02-11,Вечер,Экскаватор Komatsu PC300-8,"",0.00,0.00,0.00,0.0,0.00,20.5,0.0,0.0
3375ОЕ72,2026-02-11,День,Экскаватор Komatsu PC300-8,"",0.00,0.00,0.00,0.0,0.00,20.5,0.0,0.0
3388ТС72,2026-02-04,Вечер,Экскаватор Hitachi ZX-230,СМУ г. Тобольск,12.00,8.10,3.90,76.2,9.41,14.9,73.6,67.5
3388ТС72,2026-02-04,День,Экскаватор Hitachi ZX-230,СМУ г. Тобольск,12.00,8.46,3.53,86.0,10.16,14.9,77.0,70.6
3388ТС72,2026-02-05,Вечер,Экскаватор Hitachi ZX-230,СМУ г. Тобольск,12.00,7.20,4.80,49.5,6.87,14.9,65.5,60.0
3388ТС72,2026-02-05,День,Экскаватор Hitachi ZX-230,СМУ г. Тобольск,12.00,6.10,5.90,57.8,9.47,14.9,55.5,50.8
3388ТС72,2026-02-06,Вечер,Экскаватор Hitachi ZX-230,СМУ г. Тобольск,12.00,9.53,2.46,116.7,12.24,14.9,86.7,79.5
3388ТС72,2026-02-06,День,Экскаватор Hitachi ZX-230,СМУ г. Тобольск,12.00,6.97,5.03,83.2,11.94,14.9,63.4,58.1
3388ТС72,2026-02-07,Вечер,Экскаватор Hitachi ZX-230,СМУ г. Тобольск,12.00,5.23,6.76,59.6,11.39,14.9,47.6,43.6
3388ТС72,2026-02-07,День,Экскаватор Hitachi ZX-230,СМУ г. Тобольск,12.00,8.70,3.30,96.5,11.09,14.9,79.1,72.5
3388ТС72,2026-02-08,Вечер,Экскаватор Hitachi ZX-230,СМУ г. Тобольск,11.99,9.90,2.10,98.9,9.99,14.9,90.0,82.5
3388ТС72,2026-02-08,День,Экскаватор Hitachi ZX-230,СМУ г. Тобольск,12.00,8.70,3.29,97.7,11.23,14.9,79.1,72.5
3388ТС72,2026-02-09,Вечер,Экскаватор Hitachi ZX-230,СМУ г. Тобольск,12.00,11.03,0.96,117.2,10.62,14.9,100.0,92.0
3388ТС72,2026-02-09,День,Экскаватор Hitachi ZX-230,СМУ г. Тобольск,12.00,8.53,3.46,66.5,7.79,14.9,77.6,71.1
3388ТС72,2026-02-10,Вечер,Экскаватор Hitachi ZX-230,СМУ г. Тобольск,12.00,6.57,5.43,77.6,11.82,14.9,59.7,54.8
3388ТС72,2026-02-10,День,Экскаватор Hitachi ZX-230,СМУ г. Тобольск,12.00,9.23,2.76,65.4,7.08,14.9,84.0,77.0
3388ТС72,2026-02-11,Вечер,Экскаватор Hitachi ZX-230,СМУ г. Тобольск,11.99,8.80,3.19,89.0,10.11,14.9,80.1,73.4
3388ТС72,2026-02-11,День,Экскаватор Hitachi ZX-230,СМУ г. Тобольск,11.99,9.50,2.49,82.2,8.65,14.9,86.4,79.2
3428ТА72,2026-02-04,Вечер,Кран гусеничный Liebherr LTR-1100,СМУ г. Оренбург,11.94,0.06,11.87,16.0,259.46,8.5,0.6,0.5
3428ТА72,2026-02-04,День,Кран гусеничный Liebherr LTR-1100,СМУ г. Оренбург,11.94,4.86,7.07,27.5,5.66,8.5,44.4,40.7
3428ТА72,2026-02-05,Вечер,Кран гусеничный Liebherr LTR-1100,СМУ г. Оренбург,12.00,0.56,11.44,16.6,29.64,8.5,5.1,4.7
3428ТА72,2026-02-05,День,Кран гусеничный Liebherr LTR-1100,СМУ г. Оренбург,11.98,9.55,2.43,40.9,4.28,8.5,86.9,79.7
3428ТА72,2026-02-06,Вечер,Кран гусеничный Liebherr LTR-1100,СМУ г. Оренбург,12.00,0.92,11.08,30.3,32.85,8.5,8.4,7.7
3428ТА72,2026-02-06,День,Кран гусеничный Liebherr LTR-1100,СМУ г. Оренбург,11.94,9.41,2.53,36.4,3.87,8.5,86.0,78.8
3428ТА72,2026-02-07,Вечер,Кран гусеничный Liebherr LTR-1100,СМУ г. Оренбург,11.99,5.96,6.03,34.5,5.79,8.5,54.2,49.7
3428ТА72,2026-02-07,День,Кран гусеничный Liebherr LTR-1100,СМУ г. Оренбург,11.99,9.61,2.38,33.8,3.52,8.5,87.5,80.2
3428ТА72,2026-02-08,Вечер,Кран гусеничный Liebherr LTR-1100,СМУ г. Оренбург,11.95,6.68,5.27,29.6,4.43,8.5,61.0,55.9
3428ТА72,2026-02-08,День,Кран гусеничный Liebherr LTR-1100,СМУ г. Оренбург,11.99,11.81,0.18,50.2,4.25,8.5,100.0,98.5
3428ТА72,2026-02-09,Вечер,Кран гусеничный Liebherr LTR-1100,СМУ г. Оренбург,11.94,9.32,2.62,65.1,6.98,8.5,85.1,78.0
3428ТА72,2026-02-09,День,Кран гусеничный Liebherr LTR-1100,СМУ г. Оренбург,11.96,10.59,1.37,39.0,3.68,8.5,96.6,88.6
3428ТА72,2026-02-10,Вечер,Кран гусеничный Liebherr LTR-1100,СМУ г. Оренбург,11.98,8.81,3.17,41.9,4.75,8.5,80.3,73.6
3428ТА72,2026-02-10,День,Кран гусеничный Liebherr LTR-1100,СМУ г. Оренбург,11.92,11.22,0.70,55.8,4.97,8.5,100.0,94.1
3428ТА72,2026-02-11,Вечер,Кран гусеничный Liebherr LTR-1100,СМУ г. Оренбург,11.92,9.09,2.83,82.2,9.05,8.5,83.2,76.2
3428ТА72,2026-02-11,День,Кран гусеничный Liebherr LTR-1100,СМУ г. Оренбург,12.00,11.83,0.17,63.3,5.35,8.5,100.0,98.6
3431ТК72,2026-02-05,Вечер,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3431ТК72,2026-02-05,День,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3431ТК72,2026-02-06,Вечер,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3431ТК72,2026-02-06,День,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3431ТК72,2026-02-07,Вечер,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3431ТК72,2026-02-07,День,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3431ТК72,2026-02-08,Вечер,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3431ТК72,2026-02-08,День,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3431ТК72,2026-02-09,Вечер,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3431ТК72,2026-02-09,День,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3431ТК72,2026-02-10,Вечер,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3431ТК72,2026-02-10,День,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
3431ТК72,2026-02-11,День,Кран гусеничный IHI CCH-700,"",0.00,0.00,0.00,0.0,0.00,4.0,0.0,0.0
